Data,Hora UTC,"TEMPERATURA DO AR - BULBO SECO, HORARIA ( C)",UMIDADE REL. MAX. NA HORA ANT. (AUT) (%)
30/9/2019,0200 UTC,"14,2",87
30/9/2019,0300 UTC,14,41
30/9/2019,0400 UTC,14,91
30/9/2019,0500 UTC,"14,1",93
30/9/2019,0600 UTC,"14,5",58
30/9/2019,0700 UTC,"14,7",89
30/9/2019,0800 UTC,"14,8",96
30/9/2019,0900 UTC,"15,2",56
30/9/2019,1000 UTC,"15,7",89
30/9/2019,1100 UTC,"16,6",99
30/9/2019,1200 UTC,"17,3",73
30/9/2019,1300 UTC,18,100
30/9/2019,1400 UTC,21,60
30/9/2019,1500 UTC,"23,5",79
30/9/2019,1600 UTC,"24,3",48
30/9/2019,1700 UTC,"23,9",60
30/9/2019,1800 UTC,"22,9",57
30/9/2019,1900 UTC,"22,5",47
30/9/2019,2000 UTC,"19,6",66
30/9/2019,2100 UTC,"17,2",80
30/9/2019,2200 UTC,"16,1",66
30/9/2019,2300 UTC,"15,8",98
1/10/2019,0000 UTC,"15,5",58
1/10/2019,0100 UTC,"15,4",46
1/10/2019,0200 UTC,"15,7",53
1/10/2019,0300 UTC,"15,2",77
1/10/2019,0400 UTC,"14,8",96
1/10/2019,0500 UTC,"14,5",71
1/10/2019,0600 UTC,14,92
1/10/2019,0700 UTC,14,100
1/10/2019,0800 UTC,"13,9",52
1/10/2019,0900 UTC,"14,2",67
1/10/2019,1000 UTC,"15,8",89
1/10/2019,1100 UTC,"17,9",49
1/10/2019,1200 UTC,"21,1",97
1/10/2019,1300 UTC,"24,1",58
1/10/2019,1400 UTC,"26,6",97
1/10/2019,1500 UTC,"28,3",82
1/10/2019,1600 UTC,"29,1",46
1/10/2019,1700 UTC,"28,8",40
1/10/2019,1800 UTC,"29,6",76
1/10/2019,1900 UTC,"28,8",67
1/10/2019,2000 UTC,"27,4",84
1/10/2019,2100 UTC,"24,1",71
1/10/2019,2200 UTC,"22,1",51
1/10/2019,2300 UTC,"20,9",57
2/10/2019,0000 UTC,"20,1",68
2/10/2019,0100 UTC,19,82
2/10/2019,0200 UTC,"18,1",86
2/10/2019,0300 UTC,"17,3",64
2/10/2019,0400 UTC,"16,9",99
2/10/2019,0500 UTC,16,98
2/10/2019,0600 UTC,"15,6",99
2/10/2019,0700 UTC,"15,5",95
2/10/2019,0800 UTC,"14,8",68
2/10/2019,0900 UTC,"17,9",42
2/10/2019,1000 UTC,"21,8",73
2/10/2019,1100 UTC,"24,8",86
2/10/2019,1200 UTC,"28,8",97
2/10/2019,1300 UTC,"30,5",56
2/10/2019,1400 UTC,31,73
2/10/2019,1500 UTC,"31,7",81
2/10/2019,1600 UTC,"31,8",72
2/10/2019,1700 UTC,"32,4",78
2/10/2019,1800 UTC,"32,5",75
2/10/2019,1900 UTC,"31,6",98
2/10/2019,2000 UTC,"30,2",68
2/10/2019,2100 UTC,28,50
2/10/2019,2200 UTC,"26,8",46
2/10/2019,2300 UTC,"25,7",59
3/10/2019,0000 UTC,"24,3",80
3/10/2019,0100 UTC,"23,2",93
3/10/2019,0200 UTC,"21,9",41
3/10/2019,0300 UTC,"20,2",79
3/10/2019,0400 UTC,"19,2",48
3/10/2019,0500 UTC,"18,6",84
3/10/2019,0600 UTC,"18,2",55
3/10/2019,0700 UTC,"18,3",94
3/10/2019,0800 UTC,"18,3",69
3/10/2019,0900 UTC,"19,2",96
3/10/2019,1000 UTC,"20,4",75
3/10/2019,1100 UTC,"23,1",86
3/10/2019,1200 UTC,"22,5",88
3/10/2019,1300 UTC,"24,1",61
3/10/2019,1400 UTC,"26,4",60
3/10/2019,1500 UTC,"24,8",66
3/10/2019,1600 UTC,"23,1",95
3/10/2019,1700 UTC,"22,6",62
3/10/2019,1800 UTC,"21,6",82
3/10/2019,1900 UTC,"20,7",90
3/10/2019,2000 UTC,"19,2",65
3/10/2019,2100 UTC,18,53
3/10/2019,2200 UTC,"17,2",53
3/10/2019,2300 UTC,"16,5",43
4/10/2019,0000 UTC,"16,1",70
4/10/2019,0100 UTC,"15,8",71
4/10/2019,0200 UTC,"15,4",64
4/10/2019,0300 UTC,"15,1",63
4/10/2019,0400 UTC,"15,1",84
4/10/2019,0500 UTC,"14,7",59
4/10/2019,0600 UTC,"14,8",71
4/10/2019,0700 UTC,"14,9",78
4/10/2019,0800 UTC,"15,2",49
4/10/2019,0900 UTC,16,42
4/10/2019,1000 UTC,"17,6",53
4/10/2019,1100 UTC,"19,6",61
4/10/2019,1200 UTC,"20,1",45
4/10/2019,1300 UTC,"22,8",52
4/10/2019,1400 UTC,"25,3",76
4/10/2019,1500 UTC,"26,3",43
4/10/2019,1600 UTC,"28,3",51
4/10/2019,1700 UTC,"28,7",63
4/10/2019,1800 UTC,"29,3",94
4/10/2019,1900 UTC,"24,8",57
4/10/2019,2000 UTC,"22,7",62
4/10/2019,2100 UTC,"19,9",100
4/10/2019,2200 UTC,"18,1",66
4/10/2019,2300 UTC,"17,9",52
5/10/2019,0000 UTC,"17,3",93
5/10/2019,0100 UTC,"16,9",68
5/10/2019,0200 UTC,"16,7",94
5/10/2019,0300 UTC,"16,7",80
5/10/2019,0400 UTC,"16,7",85
5/10/2019,0500 UTC,"16,5",60
5/10/2019,0600 UTC,"16,6",53
5/10/2019,0700 UTC,"16,3",76
5/10/2019,0800 UTC,"16,3",100
5/10/2019,0900 UTC,"16,5",59
5/10/2019,1000 UTC,"18,8",90
5/10/2019,1100 UTC,"22,7",62
5/10/2019,1200 UTC,"27,4",41
5/10/2019,1300 UTC,"28,5",87
5/10/2019,1400 UTC,"29,9",69
5/10/2019,1500 UTC,"30,8",85
5/10/2019,1600 UTC,"30,8",97
5/10/2019,1700 UTC,"30,8",61
5/10/2019,1800 UTC,"25,6",70
5/10/2019,1900 UTC,"22,9",65
5/10/2019,2000 UTC,19,94
5/10/2019,2100 UTC,18,99
5/10/2019,2200 UTC,"16,8",93
5/10/2019,2300 UTC,17,45
6/10/2019,0000 UTC,"17,2",44
6/10/2019,0100 UTC,"16,7",80
6/10/2019,0200 UTC,"16,1",98
6/10/2019,0300 UTC,"15,7",47
6/10/2019,0400 UTC,"15,2",61
6/10/2019,0500 UTC,"14,9",98
6/10/2019,0600 UTC,"14,5",92
6/10/2019,0700 UTC,"14,4",43
6/10/2019,0800 UTC,"14,2",56
6/10/2019,0900 UTC,"14,2",61
6/10/2019,1000 UTC,"14,7",75
6/10/2019,1100 UTC,"13,5",67
6/10/2019,1200 UTC,"13,3",81
6/10/2019,1300 UTC,"13,4",83
6/10/2019,1400 UTC,"13,8",59
6/10/2019,1500 UTC,"13,6",86
6/10/2019,1600 UTC,"13,6",52
6/10/2019,1700 UTC,"13,7",55
6/10/2019,1800 UTC,"13,6",45
6/10/2019,1900 UTC,"13,4",67
6/10/2019,2000 UTC,"13,2",84
6/10/2019,2100 UTC,"13,3",57
6/10/2019,2200 UTC,"13,2",96
6/10/2019,2300 UTC,"13,2",40
7/10/2019,0000 UTC,"13,3",60
7/10/2019,0100 UTC,"13,2",97
7/10/2019,0200 UTC,"13,2",92
7/10/2019,0300 UTC,"13,3",85
7/10/2019,0400 UTC,"13,3",81
7/10/2019,0500 UTC,"13,4",92
7/10/2019,0600 UTC,"13,5",41
7/10/2019,0700 UTC,"13,5",74
7/10/2019,0800 UTC,"13,6",97
7/10/2019,0900 UTC,"13,8",93
7/10/2019,1000 UTC,"14,2",56
7/10/2019,1100 UTC,"14,8",86
7/10/2019,1200 UTC,"15,6",67
7/10/2019,1300 UTC,"15,7",95
7/10/2019,1400 UTC,"15,9",81
7/10/2019,1500 UTC,"16,1",66
7/10/2019,1600 UTC,"16,2",93
7/10/2019,1700 UTC,"16,2",86
7/10/2019,1800 UTC,"16,9",85
7/10/2019,1900 UTC,"16,9",59
7/10/2019,2000 UTC,"16,4",42
7/10/2019,2100 UTC,"15,8",99
7/10/2019,2200 UTC,"15,2",64
7/10/2019,2300 UTC,"14,6",79
8/10/2019,0000 UTC,"14,5",82
8/10/2019,0100 UTC,"14,5",64
8/10/2019,0200 UTC,"14,3",82
8/10/2019,0300 UTC,"14,1",66
8/10/2019,0400 UTC,"14,2",58
8/10/2019,0500 UTC,"14,1",55
8/10/2019,0600 UTC,"14,2",45
8/10/2019,0700 UTC,"14,3",54
8/10/2019,0800 UTC,"14,4",72
8/10/2019,0900 UTC,"14,8",71
8/10/2019,1000 UTC,"15,1",62
8/10/2019,1100 UTC,"16,6",74
8/10/2019,1200 UTC,"17,7",65
8/10/2019,1300 UTC,"19,2",92
8/10/2019,1400 UTC,"20,5",89
8/10/2019,1500 UTC,"22,2",71
8/10/2019,1600 UTC,"22,8",91
8/10/2019,1700 UTC,"22,9",59
8/10/2019,1800 UTC,22,86
8/10/2019,1900 UTC,"21,1",51
8/10/2019,2000 UTC,"19,4",73
8/10/2019,2100 UTC,18,72
8/10/2019,2200 UTC,"17,4",62
8/10/2019,2300 UTC,"17,1",67
9/10/2019,0000 UTC,"16,5",86
9/10/2019,0100 UTC,"16,1",99
9/10/2019,0200 UTC,"15,7",85
9/10/2019,0300 UTC,"15,5",82
9/10/2019,0400 UTC,"15,2",42
9/10/2019,0500 UTC,"14,7",82
9/10/2019,0600 UTC,"14,3",52
9/10/2019,0700 UTC,"13,7",71
9/10/2019,0800 UTC,"13,8",51
9/10/2019,0900 UTC,"14,3",48
9/10/2019,1000 UTC,"16,4",87
9/10/2019,1100 UTC,"18,8",50
9/10/2019,1200 UTC,20,92
9/10/2019,1300 UTC,"21,8",90
9/10/2019,1400 UTC,"22,5",53
9/10/2019,1500 UTC,"22,7",78
9/10/2019,1600 UTC,"23,4",50
9/10/2019,1700 UTC,"23,8",98
9/10/2019,1800 UTC,"23,3",48
9/10/2019,1900 UTC,"21,9",94
9/10/2019,2000 UTC,"19,5",99
9/10/2019,2100 UTC,"17,3",78
9/10/2019,2200 UTC,"16,6",58
9/10/2019,2300 UTC,"16,1",59
10/10/2019,0000 UTC,"15,9",51
10/10/2019,0100 UTC,"15,7",52
10/10/2019,0200 UTC,"14,6",41
10/10/2019,0300 UTC,"13,7",93
10/10/2019,0400 UTC,"12,8",62
10/10/2019,0500 UTC,"12,2",47
10/10/2019,0600 UTC,"11,8",47
10/10/2019,0700 UTC,"11,7",90
10/10/2019,0800 UTC,"11,4",40
10/10/2019,0900 UTC,"11,1",71
10/10/2019,1000 UTC,"12,3",41
10/10/2019,1100 UTC,"16,7",75
10/10/2019,1200 UTC,"19,5",40
10/10/2019,1300 UTC,"22,5",51
10/10/2019,1400 UTC,"24,7",47
10/10/2019,1500 UTC,"24,6",82
10/10/2019,1600 UTC,"26,2",70
10/10/2019,1700 UTC,"26,5",89
10/10/2019,1800 UTC,"26,7",95
10/10/2019,1900 UTC,25,99
10/10/2019,2000 UTC,"22,4",43
10/10/2019,2100 UTC,"19,4",89
10/10/2019,2200 UTC,"17,8",73
10/10/2019,2300 UTC,"16,9",98
11/10/2019,0000 UTC,"16,6",82
11/10/2019,0100 UTC,"16,4",60
11/10/2019,0200 UTC,"16,3",95
11/10/2019,0300 UTC,"15,9",97
11/10/2019,0400 UTC,"15,7",81
11/10/2019,0500 UTC,"15,4",85
11/10/2019,0600 UTC,"15,5",69
11/10/2019,0700 UTC,"15,4",72
11/10/2019,0800 UTC,"14,8",45
11/10/2019,0900 UTC,"15,8",76
11/10/2019,1000 UTC,"17,4",68
11/10/2019,1100 UTC,"21,3",64
11/10/2019,1200 UTC,"24,1",97
11/10/2019,1300 UTC,"25,6",81
11/10/2019,1400 UTC,"27,9",99
11/10/2019,1500 UTC,"28,9",97
11/10/2019,1600 UTC,"29,8",88
11/10/2019,1700 UTC,"29,9",75
11/10/2019,1800 UTC,30,98
11/10/2019,1900 UTC,"30,1",70
11/10/2019,2000 UTC,"25,8",72
11/10/2019,2100 UTC,"23,2",90
11/10/2019,2200 UTC,"22,5",92
11/10/2019,2300 UTC,21,77
12/10/2019,0000 UTC,"20,2",56
12/10/2019,0100 UTC,"19,7",95
12/10/2019,0200 UTC,"19,5",84
12/10/2019,0300 UTC,"19,2",87
12/10/2019,0400 UTC,"18,6",94
12/10/2019,0500 UTC,"18,2",80
12/10/2019,0600 UTC,"17,7",94
12/10/2019,0700 UTC,17,65
12/10/2019,0800 UTC,"17,2",66
12/10/2019,0900 UTC,"19,5",82
12/10/2019,1000 UTC,"23,2",55
12/10/2019,1100 UTC,"27,3",52
12/10/2019,1200 UTC,"28,2",77
12/10/2019,1300 UTC,"29,6",55
12/10/2019,1400 UTC,29,93
12/10/2019,1500 UTC,"30,9",88
12/10/2019,1600 UTC,"30,8",42
12/10/2019,1700 UTC,"31,5",66
12/10/2019,1800 UTC,"31,7",87
12/10/2019,1900 UTC,"31,3",83
12/10/2019,2000 UTC,"29,6",98
12/10/2019,2100 UTC,"27,9",61
12/10/2019,2200 UTC,"26,6",49
12/10/2019,2300 UTC,"24,5",48
13/10/2019,0000 UTC,"23,6",51
13/10/2019,0100 UTC,"22,8",76
13/10/2019,0200 UTC,"22,3",91
13/10/2019,0300 UTC,"21,3",74
13/10/2019,0400 UTC,"20,2",67
13/10/2019,0500 UTC,"19,6",57
13/10/2019,0600 UTC,"19,7",60
13/10/2019,0700 UTC,19,59
13/10/2019,0800 UTC,"18,8",81
13/10/2019,0900 UTC,"21,7",88
13/10/2019,1000 UTC,26,59
13/10/2019,1100 UTC,"27,9",63
13/10/2019,1200 UTC,"29,8",97
13/10/2019,1300 UTC,"30,2",44
13/10/2019,1400 UTC,"31,6",41
13/10/2019,1500 UTC,"32,5",89
13/10/2019,1600 UTC,"31,8",87
13/10/2019,1700 UTC,"31,8",84
13/10/2019,1800 UTC,"32,2",45
13/10/2019,1900 UTC,"31,8",53
13/10/2019,2000 UTC,30,100
13/10/2019,2100 UTC,"28,3",81
13/10/2019,2200 UTC,"27,1",41
13/10/2019,2300 UTC,26,72
14/10/2019,0000 UTC,25,63
14/10/2019,0100 UTC,"24,4",71
14/10/2019,0200 UTC,"22,9",93
14/10/2019,0300 UTC,"23,5",90
14/10/2019,0400 UTC,"21,2",62
14/10/2019,0500 UTC,"19,6",49
14/10/2019,0600 UTC,"19,4",60
14/10/2019,0700 UTC,"19,6",45
14/10/2019,0800 UTC,"19,3",65
14/10/2019,0900 UTC,"20,4",68
14/10/2019,1000 UTC,"21,8",56
14/10/2019,1100 UTC,"24,2",71
14/10/2019,1200 UTC,"27,4",91
14/10/2019,1300 UTC,"29,2",82
14/10/2019,1400 UTC,"29,8",55
14/10/2019,1500 UTC,28,55
14/10/2019,1600 UTC,"26,1",56
14/10/2019,1700 UTC,"23,3",48
14/10/2019,1800 UTC,"20,9",51
14/10/2019,1900 UTC,"20,2",85
14/10/2019,2000 UTC,"19,1",79
14/10/2019,2100 UTC,19,64
14/10/2019,2200 UTC,"18,6",55
14/10/2019,2300 UTC,18,59
15/10/2019,0000 UTC,"17,9",90
15/10/2019,0100 UTC,"16,9",81
15/10/2019,0200 UTC,"15,6",85
15/10/2019,0300 UTC,"14,8",74
15/10/2019,0400 UTC,"14,5",91
15/10/2019,0500 UTC,"14,3",94
15/10/2019,0600 UTC,"14,1",42
15/10/2019,0700 UTC,"13,8",63
15/10/2019,0800 UTC,"13,9",85
15/10/2019,0900 UTC,"13,8",92
15/10/2019,1000 UTC,"14,1",48
15/10/2019,1100 UTC,"14,6",64
15/10/2019,1200 UTC,"15,2",69
15/10/2019,1300 UTC,"15,8",72
15/10/2019,1400 UTC,"15,7",60
15/10/2019,1500 UTC,"15,5",92
15/10/2019,1600 UTC,"15,6",53
15/10/2019,1700 UTC,"15,9",55
15/10/2019,1800 UTC,"15,7",44
15/10/2019,1900 UTC,15,97
15/10/2019,2000 UTC,"14,1",48
15/10/2019,2100 UTC,"13,8",66
15/10/2019,2200 UTC,"13,5",43
15/10/2019,2300 UTC,"13,4",52
16/10/2019,0000 UTC,"13,6",53
16/10/2019,0100 UTC,"13,8",50
16/10/2019,0200 UTC,"13,9",51
16/10/2019,0300 UTC,14,78
16/10/2019,0400 UTC,"13,8",69
16/10/2019,0500 UTC,"13,8",55
16/10/2019,0600 UTC,"13,9",50
16/10/2019,0700 UTC,"14,3",58
16/10/2019,0800 UTC,"14,3",100
16/10/2019,0900 UTC,15,96
16/10/2019,1000 UTC,16,51
16/10/2019,1100 UTC,17,73
16/10/2019,1200 UTC,19,42
16/10/2019,1300 UTC,"20,8",58
16/10/2019,1400 UTC,"21,8",90
16/10/2019,1500 UTC,"20,9",60
16/10/2019,1600 UTC,"21,9",47
16/10/2019,1700 UTC,"20,9",58
16/10/2019,1800 UTC,"20,3",52
16/10/2019,1900 UTC,"20,1",47
16/10/2019,2000 UTC,19,73
16/10/2019,2100 UTC,"18,4",72
16/10/2019,2200 UTC,"17,9",86
16/10/2019,2300 UTC,"17,8",55
17/10/2019,0000 UTC,"17,6",90
17/10/2019,0100 UTC,"17,1",62
17/10/2019,0200 UTC,"17,2",84
17/10/2019,0300 UTC,"17,2",57
17/10/2019,0400 UTC,"17,1",67
17/10/2019,0500 UTC,"17,3",66
17/10/2019,0600 UTC,"16,9",48
17/10/2019,0700 UTC,"16,8",69
17/10/2019,0800 UTC,"16,9",51
17/10/2019,0900 UTC,"17,7",71
17/10/2019,1000 UTC,"17,6",87
17/10/2019,1100 UTC,"18,5",77
17/10/2019,1200 UTC,"20,1",64
17/10/2019,1300 UTC,"21,5",40
17/10/2019,1400 UTC,"22,1",49
17/10/2019,1500 UTC,"24,6",82
17/10/2019,1600 UTC,"24,5",55
17/10/2019,1700 UTC,"25,6",41
17/10/2019,1800 UTC,"24,7",68
17/10/2019,1900 UTC,"22,2",57
17/10/2019,2000 UTC,20,41
17/10/2019,2100 UTC,"19,3",76
17/10/2019,2200 UTC,"18,9",43
17/10/2019,2300 UTC,"18,7",51
18/10/2019,0000 UTC,"18,7",75
18/10/2019,0100 UTC,"18,5",41
18/10/2019,0200 UTC,"18,5",94
18/10/2019,0300 UTC,18,95
18/10/2019,0400 UTC,"17,8",55
18/10/2019,0500 UTC,"17,6",47
18/10/2019,0600 UTC,"17,6",41
18/10/2019,0700 UTC,"17,6",56
18/10/2019,0800 UTC,"17,9",65
18/10/2019,0900 UTC,"18,4",75
18/10/2019,1000 UTC,"20,5",44
18/10/2019,1100 UTC,"22,4",84
18/10/2019,1200 UTC,"24,5",57
18/10/2019,1300 UTC,"26,3",60
18/10/2019,1400 UTC,"28,1",96
18/10/2019,1500 UTC,"29,2",67
18/10/2019,1600 UTC,"29,1",60
18/10/2019,1700 UTC,"28,8",75
18/10/2019,1800 UTC,"27,1",63
18/10/2019,1900 UTC,"26,5",98
18/10/2019,2000 UTC,"25,5",74
18/10/2019,2100 UTC,"25,1",66
18/10/2019,2200 UTC,"24,2",45
18/10/2019,2300 UTC,"21,1",87
19/10/2019,0000 UTC,"22,2",75
19/10/2019,0100 UTC,"20,1",65
19/10/2019,0200 UTC,20,50
19/10/2019,0300 UTC,"19,7",42
19/10/2019,0400 UTC,19,74
19/10/2019,0500 UTC,"18,4",68
19/10/2019,0600 UTC,"18,3",89
19/10/2019,0700 UTC,"17,6",51
19/10/2019,0800 UTC,"17,5",48
19/10/2019,0900 UTC,18,40
19/10/2019,1000 UTC,"19,4",85
19/10/2019,1100 UTC,"19,9",45
19/10/2019,1200 UTC,"20,8",62
19/10/2019,1300 UTC,21,94
19/10/2019,1400 UTC,22,41
19/10/2019,1500 UTC,23,64
19/10/2019,1600 UTC,"22,9",100
19/10/2019,1700 UTC,"22,5",50
19/10/2019,1800 UTC,"21,9",52
19/10/2019,1900 UTC,"20,5",86
19/10/2019,2000 UTC,17,61
19/10/2019,2100 UTC,"15,7",78
19/10/2019,2200 UTC,"15,4",67
19/10/2019,2300 UTC,"14,9",97
20/10/2019,0000 UTC,"14,7",63
20/10/2019,0100 UTC,"14,6",91
20/10/2019,0200 UTC,"14,7",76
20/10/2019,0300 UTC,"14,4",86
20/10/2019,0400 UTC,"14,5",52
20/10/2019,0500 UTC,"14,3",75
20/10/2019,0600 UTC,"14,1",50
20/10/2019,0700 UTC,"13,9",76
20/10/2019,0800 UTC,"13,7",79
20/10/2019,0900 UTC,"13,8",68
20/10/2019,1000 UTC,14,41
20/10/2019,1100 UTC,"15,7",74
20/10/2019,1200 UTC,"15,5",88
20/10/2019,1300 UTC,"15,7",66
20/10/2019,1400 UTC,17,67
20/10/2019,1500 UTC,"18,2",78
20/10/2019,1600 UTC,"17,9",50
20/10/2019,1700 UTC,"17,8",94
20/10/2019,1800 UTC,"16,8",63
20/10/2019,1900 UTC,"15,2",97
20/10/2019,2000 UTC,"14,4",69
20/10/2019,2100 UTC,"13,9",69
20/10/2019,2200 UTC,"13,5",94
20/10/2019,2300 UTC,"13,3",64
21/10/2019,0000 UTC,"13,3",73
21/10/2019,0100 UTC,"12,9",87
21/10/2019,0200 UTC,"12,8",47
21/10/2019,0300 UTC,"12,6",67
21/10/2019,0400 UTC,"12,7",100
21/10/2019,0500 UTC,"12,6",63
21/10/2019,0600 UTC,"12,6",48
21/10/2019,0700 UTC,"12,6",65
21/10/2019,0800 UTC,"12,8",83
21/10/2019,0900 UTC,"12,4",99
21/10/2019,1000 UTC,"12,5",57
21/10/2019,1100 UTC,"11,9",62
21/10/2019,1200 UTC,"12,3",72
21/10/2019,1300 UTC,"13,1",45
21/10/2019,1400 UTC,"13,5",78
21/10/2019,1500 UTC,"13,9",58
21/10/2019,1600 UTC,15,75
21/10/2019,1700 UTC,"15,5",71
21/10/2019,1800 UTC,"16,1",56
21/10/2019,1900 UTC,"15,3",96
21/10/2019,2000 UTC,15,44
21/10/2019,2100 UTC,"14,9",51
21/10/2019,2200 UTC,"14,9",49
21/10/2019,2300 UTC,"15,1",44
22/10/2019,0000 UTC,"15,1",70
22/10/2019,0100 UTC,"15,1",83
22/10/2019,0200 UTC,"15,3",77
22/10/2019,0300 UTC,"15,1",74
22/10/2019,0400 UTC,"15,2",86
22/10/2019,0500 UTC,"15,1",43
22/10/2019,0600 UTC,"15,2",55
22/10/2019,0700 UTC,"15,1",46
22/10/2019,0800 UTC,"14,8",98
22/10/2019,0900 UTC,"15,2",50
22/10/2019,1000 UTC,"16,7",60
22/10/2019,1100 UTC,"17,4",87
22/10/2019,1200 UTC,"19,5",70
22/10/2019,1300 UTC,"20,7",44
22/10/2019,1400 UTC,"22,2",66
22/10/2019,1500 UTC,23,100
22/10/2019,1600 UTC,"23,9",65
22/10/2019,1700 UTC,"24,4",56
22/10/2019,1800 UTC,"23,3",77
22/10/2019,1900 UTC,"20,3",89
22/10/2019,2000 UTC,"18,1",54
22/10/2019,2100 UTC,"16,7",85
22/10/2019,2200 UTC,"16,1",62
22/10/2019,2300 UTC,"15,6",57
23/10/2019,0000 UTC,16,43
23/10/2019,0100 UTC,"15,7",63
23/10/2019,0200 UTC,"15,1",65
23/10/2019,0300 UTC,"15,2",65
23/10/2019,0400 UTC,"14,7",83
23/10/2019,0500 UTC,"14,2",98
23/10/2019,0600 UTC,"14,2",80
23/10/2019,0700 UTC,"14,5",78
23/10/2019,0800 UTC,"14,5",56
23/10/2019,0900 UTC,"14,9",91
23/10/2019,1000 UTC,16,77
23/10/2019,1100 UTC,"16,9",49
23/10/2019,1200 UTC,"17,8",51
23/10/2019,1300 UTC,"18,6",70
23/10/2019,1400 UTC,"19,2",79
23/10/2019,1500 UTC,"19,9",61
23/10/2019,1600 UTC,"20,6",73
23/10/2019,1700 UTC,"22,4",79
23/10/2019,1800 UTC,"21,8",67
23/10/2019,1900 UTC,"21,1",94
23/10/2019,2000 UTC,"18,5",50
23/10/2019,2100 UTC,"16,5",59
23/10/2019,2200 UTC,"16,3",96
23/10/2019,2300 UTC,"16,2",99
24/10/2019,0000 UTC,"15,5",86
24/10/2019,0100 UTC,"15,8",77
24/10/2019,0200 UTC,"15,8",63
24/10/2019,0300 UTC,"15,6",76
24/10/2019,0400 UTC,"14,8",47
24/10/2019,0500 UTC,"14,5",78
24/10/2019,0600 UTC,"14,7",79
24/10/2019,0700 UTC,"15,1",41
24/10/2019,0800 UTC,"15,4",80
24/10/2019,0900 UTC,"15,9",42
24/10/2019,1000 UTC,"16,9",50
24/10/2019,1100 UTC,"19,8",87
24/10/2019,1200 UTC,"22,3",75
24/10/2019,1300 UTC,"23,7",95
24/10/2019,1400 UTC,"24,5",51
24/10/2019,1500 UTC,"26,5",75
24/10/2019,1600 UTC,"26,8",56
24/10/2019,1700 UTC,"27,1",76
24/10/2019,1800 UTC,"27,4",59
24/10/2019,1900 UTC,"26,6",51
24/10/2019,2000 UTC,"25,9",73
24/10/2019,2100 UTC,"22,5",98
24/10/2019,2200 UTC,"21,4",58
24/10/2019,2300 UTC,20,54
25/10/2019,0000 UTC,"18,9",94
25/10/2019,0100 UTC,"17,8",62
25/10/2019,0200 UTC,"17,8",82
25/10/2019,0300 UTC,"17,8",89
25/10/2019,0400 UTC,"17,8",61
25/10/2019,0500 UTC,"17,9",85
25/10/2019,0600 UTC,"17,7",62
25/10/2019,0700 UTC,"17,8",82
25/10/2019,0800 UTC,"17,8",100
25/10/2019,0900 UTC,"18,7",93
25/10/2019,1000 UTC,"20,2",96
25/10/2019,1100 UTC,"20,8",95
25/10/2019,1200 UTC,"23,3",40
25/10/2019,1300 UTC,"25,3",93
25/10/2019,1400 UTC,"26,5",91
25/10/2019,1500 UTC,"26,7",66
25/10/2019,1600 UTC,"28,1",42
25/10/2019,1700 UTC,"28,6",91
25/10/2019,1800 UTC,"28,5",98
25/10/2019,1900 UTC,"25,7",82
25/10/2019,2000 UTC,"23,8",49
25/10/2019,2100 UTC,"19,7",100
25/10/2019,2200 UTC,"17,1",81
25/10/2019,2300 UTC,"18,2",100
26/10/2019,0000 UTC,"18,1",68
26/10/2019,0100 UTC,"18,1",91
26/10/2019,0200 UTC,"17,8",59
26/10/2019,0300 UTC,"17,7",80
26/10/2019,0400 UTC,"17,5",63
26/10/2019,0500 UTC,"17,2",89
26/10/2019,0600 UTC,"17,2",82
26/10/2019,0700 UTC,"17,4",93
26/10/2019,0800 UTC,"17,2",78
26/10/2019,0900 UTC,18,93
26/10/2019,1000 UTC,"18,2",52
26/10/2019,1100 UTC,19,70
26/10/2019,1200 UTC,"20,9",78
26/10/2019,1300 UTC,"21,1",68
26/10/2019,1400 UTC,"22,1",94
26/10/2019,1500 UTC,"23,1",92
26/10/2019,1600 UTC,"23,6",78
26/10/2019,1700 UTC,"23,8",90
26/10/2019,1800 UTC,"23,4",55
26/10/2019,1900 UTC,"22,9",73
26/10/2019,2000 UTC,"19,9",53
26/10/2019,2100 UTC,"19,2",71
26/10/2019,2200 UTC,"18,9",58
26/10/2019,2300 UTC,"18,8",89
27/10/2019,0000 UTC,"18,6",60
27/10/2019,0100 UTC,"18,4",78
27/10/2019,0200 UTC,"18,3",96
27/10/2019,0300 UTC,"18,4",64
27/10/2019,0400 UTC,"18,3",95
27/10/2019,0500 UTC,18,65
27/10/2019,0600 UTC,"17,7",63
27/10/2019,0700 UTC,18,46
27/10/2019,0800 UTC,"18,1",85
27/10/2019,0900 UTC,"19,6",79
27/10/2019,1000 UTC,"21,3",74
27/10/2019,1100 UTC,"24,2",43
27/10/2019,1200 UTC,27,80
27/10/2019,1300 UTC,"28,6",100
27/10/2019,1400 UTC,"28,2",77
27/10/2019,1500 UTC,"29,8",81
27/10/2019,1600 UTC,"30,9",79
27/10/2019,1700 UTC,"31,2",94
27/10/2019,1800 UTC,"31,1",41
27/10/2019,1900 UTC,"29,9",55
27/10/2019,2000 UTC,"29,2",98
27/10/2019,2100 UTC,"24,6",91
27/10/2019,2200 UTC,"22,1",84
27/10/2019,2300 UTC,"21,2",60
28/10/2019,0000 UTC,"15,9",65
